,age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
29034,45, Private,185397,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29035,24, Private,308285,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29036,40, Private,56651,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29037,28, Local-gov,154863,5, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
29038,46, Federal-gov,44706,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, >50K
29040,32, Private,248754,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29041,20, Private,104981,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
29042,23, Private,315065,10, Never-married, Other-service, Unmarried, White, Male,0,0,35, Mexico, <=50K
29043,46, Private,188325,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29044,21, Private,221661,9, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
29045,59, Private,81973,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
29046,31, Private,169122,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
29047,48, Private,216734,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29048,34, Private,98101,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29049,19, Private,292511,10, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
29050,20, Private,122971,10, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
29051,29, Private,124953,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
29052,54, Private,123011,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29053,36, Private,76417,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K
29054,43, Private,351576,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
29055,46, Federal-gov,33794,13, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,40, United-States, >50K
29056,33, Private,79923,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
29057,33, Private,117983,6, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
29058,36, Private,186110,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29059,37, Private,187589,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5178,0,40, United-States, >50K
29062,45, Self-emp-not-inc,162923,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
29063,25, Private,288519,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29064,28, Private,33798,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29065,26, Private,195734,9, Never-married, Adm-clerical, Own-child, White, Female,2354,0,40, United-States, <=50K
29066,23, Private,214120,9, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, United-States, <=50K
29067,24, Private,113515,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29068,58, Self-emp-not-inc,261230,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29069,36, Private,98515,11, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
29070,46, Private,187715,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
29072,32, Private,123964,10, Married-civ-spouse, Sales, Husband, White, Male,4386,0,50, United-States, <=50K
29073,26, Private,68991,9, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
29074,52, Private,292110,3, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
29075,19, Private,198320,9, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
29076,33, Private,709798,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
29077,60, Private,372838,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29078,39, Private,160402,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,38, United-States, <=50K
29079,45, Private,98475,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
29080,37, Local-gov,97136,10, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
29081,29, Private,136985,12, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
29082,53, Private,187356,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,66, United-States, <=50K
29083,46, State-gov,107231,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,40, United-States, <=50K
29084,20, Private,305874,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
29085,39, Private,290922,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
29086,48, Private,248254,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,40, United-States, >50K
29087,38, Private,160808,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,4386,0,48, United-States, <=50K
29088,36, Private,247321,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
29089,53, Private,247651,4, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,56, United-States, <=50K
29090,29, Private,214702,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1974,35, United-States, <=50K
29091,64, Private,75577,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,2580,0,50, United-States, <=50K
29092,34, Private,561334,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29094,41, Local-gov,401134,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
29095,34, Private,258170,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States, <=50K
29098,22, Private,300871,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
29099,43, Private,136721,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29101,36, Private,109133,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
29102,47, Private,186534,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
29104,33, Private,241885,10, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
29105,27, Private,97165,10, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
29106,33, Private,212918,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,70, United-States, <=50K
29107,24, Private,211585,9, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
29108,47, Local-gov,178309,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29109,48, Self-emp-inc,481987,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29110,28, Private,215211,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
29111,33, Local-gov,194901,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29112,44, Private,340885,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,40, United-States, >50K
29113,33, Local-gov,190290,11, Never-married, Protective-serv, Not-in-family, White, Male,0,0,56, United-States, <=50K
29114,26, Private,188569,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
29115,22, Private,162282,11, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
29116,34, Private,287315,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
29117,31, Self-emp-inc,304212,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
29119,38, Local-gov,256864,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29120,51, Self-emp-not-inc,46401,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
29121,36, Private,37778,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29122,29, Private,191722,10, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,54, United-States, >50K
29123,64, Self-emp-not-inc,103643,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, >50K
29124,24, Private,143766,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,55, United-States, <=50K
29125,21, State-gov,204425,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
29126,28, Private,156257,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
29128,41, Self-emp-inc,112262,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
29129,17, Private,28031,5, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
29130,58, Private,320102,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
29131,50, Self-emp-not-inc,334273,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, United-States, <=50K
29132,30, Private,356015,7, Married-spouse-absent, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
29133,47, Private,278900,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29134,24, Private,142528,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
29135,50, Federal-gov,343014,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
29136,29, Private,201017,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, Scotland, <=50K
29137,31, Self-emp-not-inc,81030,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29138,40, Self-emp-not-inc,34007,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
29139,31, Private,29662,10, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
29140,53, Private,347446,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
29141,33, Private,90668,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29142,43, Private,190403,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29143,56, Private,109015,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688,0,50, United-States, >50K
29144,38, Private,234807,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, >50K
29145,18, Private,157131,7, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
29146,50, Private,94081,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29147,78, Private,135566,9, Widowed, Sales, Unmarried, White, Female,2329,0,12, United-States, <=50K
29148,27, Private,103164,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29149,19, Private,570002,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
29150,24, State-gov,215797,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
29151,20, Private,289405,10, Never-married, Sales, Own-child, White, Male,0,1602,15, United-States, <=50K
29152,25, Private,239461,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
29153,34, Private,101510,13, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, >50K
29154,30, Self-emp-inc,443546,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
29155,37, Federal-gov,141029,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29156,38, Private,207202,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
29157,67, Without-pay,137192,9, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,12, Philippines, <=50K
29158,35, Private,222989,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
29159,75, Self-emp-not-inc,36325,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
29160,47, Private,73394,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, <=50K
29161,23, Private,249046,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29162,51, Federal-gov,100653,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States, <=50K
29163,42, Local-gov,1125613,9, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29164,32, Private,101352,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,32, United-States, >50K
29165,54, Private,340476,9, Separated, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
29166,20, Private,192711,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
29167,39, Private,273362,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29168,41, Private,100451,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,38, United-States, >50K
29169,35, Private,85399,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
29170,45, Local-gov,168191,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
29171,27, Private,153475,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29172,61, Self-emp-not-inc,196773,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
29173,41, Private,180138,9, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
29174,22, Private,48347,10, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
29175,55, Private,175071,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,40, United-States, >50K
29177,25, Private,181772,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29178,20, Private,284317,10, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
29179,20, Private,237305,10, Never-married, Machine-op-inspct, Other-relative, Black, Female,0,0,35, United-States, <=50K
29180,67, Self-emp-inc,111321,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States, <=50K
29181,44, Private,278476,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
29182,42, Private,39060,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
29183,29, Local-gov,205262,10, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Ecuador, <=50K
29184,48, Private,198000,10, Never-married, Craft-repair, Unmarried, White, Female,0,0,38, United-States, >50K
29185,25, Private,397962,9, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States, <=50K
29186,31, Private,178370,9, Divorced, Other-service, Unmarried, White, Female,0,0,99, United-States, >50K
29187,48, Private,121253,13, Married-spouse-absent, Sales, Unmarried, White, Female,0,2472,70, United-States, >50K
29188,40, Private,56072,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
29189,26, Private,176756,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29190,28, Private,60374,9, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
29191,52, Private,165681,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29192,41, Self-emp-not-inc,287037,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29193,39, Self-emp-not-inc,55568,13, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,50, United-States, <=50K
29194,48, Private,155509,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,16, Trinadad&Tobago, <=50K
29195,19, Private,201178,9, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
29196,27, Private,37250,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1651,40, United-States, <=50K
29197,59, Private,314149,11, Married-civ-spouse, Sales, Husband, White, Male,0,1740,50, United-States, <=50K
29198,19, Private,264593,10, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
29199,32, Private,159589,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
29200,39, Private,454915,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
29201,33, Private,285131,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29202,38, Private,150057,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29203,27, Private,55390,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, United-States, <=50K
29204,23, Private,314894,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States, <=50K
29206,25, Local-gov,124483,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,20, India, <=50K
29207,37, Self-emp-inc,97986,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,68, United-States, <=50K
29208,31, Private,210562,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
29209,24, Private,233280,12, Never-married, Sales, Own-child, White, Female,0,0,37, United-States, <=50K
29210,53, Local-gov,164300,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, Dominican-Republic, <=50K
29212,25, Private,263773,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
29213,59, Private,96459,7, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
29214,39, Federal-gov,116608,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29215,28, Private,180007,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
29216,22, Private,305466,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29217,20, Private,238917,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, El-Salvador, <=50K
29218,25, Private,129784,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
29219,27, Private,367390,10, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
29220,20, Private,235691,9, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
29222,43, Self-emp-not-inc,160369,6, Divorced, Farming-fishing, Unmarried, White, Male,0,0,25, United-States, <=50K
29223,39, Private,206298,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29224,27, Private,183523,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
29225,17, Private,217342,6, Never-married, Sales, Own-child, White, Female,0,0,5, United-States, <=50K
29226,40, State-gov,141858,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States, <=50K
29227,50, Private,213296,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
29228,23, Self-emp-inc,201682,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
29229,60, Private,178312,9, Married-civ-spouse, Sales, Husband, White, Male,7298,0,65, United-States, >50K
29230,30, Private,269723,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29231,24, Private,200593,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
29232,23, Private,32616,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
29233,24, Private,259510,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,30, United-States, <=50K
29234,45, Self-emp-not-inc,271828,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
29235,58, Self-emp-inc,78104,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
29236,22, Private,113703,10, Never-married, Sales, Other-relative, White, Male,0,0,20, United-States, <=50K
29237,41, Private,187802,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29238,48, Private,440706,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
29239,31, Private,191834,9, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
29240,33, Private,149184,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
29241,49, Self-emp-inc,315998,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
29242,30, Private,159589,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States, >50K
29243,38, Private,60313,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29244,58, Local-gov,32855,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
29245,58, Private,142326,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
29246,61, Self-emp-not-inc,201965,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29247,58, Private,172333,9, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States, >50K
29248,32, Private,206541,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
29249,33, Self-emp-not-inc,177828,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
29250,28, Private,303440,13, Separated, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
29251,22, Private,89991,10, Never-married, Other-service, Own-child, White, Female,0,0,11, United-States, <=50K
29252,35, Private,186009,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29253,59, Private,170988,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
29255,50, Self-emp-not-inc,213654,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
29256,56, Self-emp-inc,32316,8, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29257,36, Self-emp-not-inc,150371,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29259,28, Private,314649,10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
29260,42, Private,240255,11, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
29261,60, Private,206339,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29262,41, Self-emp-inc,230168,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,91, United-States, <=50K
29263,42, Private,171424,13, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,45, United-States, >50K
29264,36, Private,148581,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
29265,52, Local-gov,89705,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29266,42, Self-emp-not-inc,248406,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29267,26, Local-gov,72594,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States, >50K
29268,31, Local-gov,137537,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
29269,47, Private,225065,3, Separated, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
29270,35, Private,217274,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
29271,19, Private,69151,5, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
29272,59, Self-emp-not-inc,81107,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,80, United-States, >50K
29273,38, Private,205852,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29274,36, Private,201117,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
29275,35, Private,397307,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
29276,39, Private,115422,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
29277,64, Private,114994,10, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29278,17, Local-gov,39815,6, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
29279,49, Private,151584,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,32, United-States, <=50K
29280,19, Private,164938,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
29281,36, Self-emp-not-inc,179896,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,3137,0,40, United-States, <=50K
29282,26, Private,253841,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
29283,27, Private,177955,3, Never-married, Priv-house-serv, Other-relative, White, Female,2176,0,40, El-Salvador, <=50K
29284,66, Private,113323,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,20051,0,40, United-States, >50K
29285,38, Private,320305,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29286,25, Private,229287,13, Never-married, Exec-managerial, Other-relative, White, Female,0,0,25, United-States, <=50K
29287,19, Private,100790,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29288,30, Private,331419,12, Never-married, Craft-repair, Not-in-family, White, Male,4787,0,50, United-States, >50K
29289,22, Private,171419,11, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, South, <=50K
29290,60, Private,202226,10, Divorced, Craft-repair, Own-child, White, Male,0,0,44, United-States, >50K
29291,54, Private,308087,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,18, United-States, >50K
29292,46, Private,220124,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,37, United-States, <=50K
29293,33, State-gov,31703,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
29294,51, Local-gov,153908,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29295,43, Private,180599,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
29297,60, Self-emp-inc,160062,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
29298,39, Self-emp-not-inc,148443,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
29299,23, Private,91733,13, Never-married, Tech-support, Own-child, White, Female,3325,0,40, United-States, <=50K
29300,39, Private,176634,12, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
29301,40, Local-gov,74949,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
29302,48, Private,165484,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
29303,24, Private,44738,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
29304,32, Private,130040,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
29305,31, Self-emp-not-inc,234537,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
29306,39, Private,179016,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29307,27, Private,335421,14, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
